user_id,group_size,age_group,thrill_preference,visit_duration_hours,budget_level
USR_02557,5,adults,0.72,7.7,medium
USR_02558,6,kids,0.32,8.4,medium
USR_02559,1,adults,0.56,2.0,low
USR_02560,4,kids,0.43,7.0,high
USR_02561,6,mixed,0.57,6.3,high
USR_02562,1,mixed,0.68,4.5,high
USR_02563,6,kids,0.22,8.0,medium
USR_02564,6,mixed,0.52,5.7,medium
USR_02565,6,mixed,0.57,6.3,low
USR_02566,5,kids,0.33,6.0,low
USR_02567,4,mixed,0.76,5.5,low
USR_02568,3,mixed,0.73,4.6,medium
USR_02569,3,adults,0.57,3.5,medium
USR_02570,1,adults,0.67,3.2,medium
USR_02571,6,kids,0.39,4.8,low
USR_02572,1,adults,0.98,3.0,medium
USR_02573,5,kids,0.38,6.0,medium
USR_02574,5,adults,0.45,6.3,medium
USR_02575,2,adults,0.93,3.4,medium
USR_02576,5,mixed,0.7,4.2,low
USR_02577,2,adults,0.92,4.7,high
USR_02578,4,kids,0.27,6.8,medium
USR_02579,1,adults,0.8,4.3,low
USR_02580,4,mixed,0.54,8.1,low
USR_02581,5,mixed,0.79,8.5,medium
USR_02582,4,kids,0.37,5.3,high
USR_02583,4,adults,0.41,5.2,medium
USR_02584,4,kids,0.55,5.2,low
USR_02585,5,kids,0.18,7.4,high
USR_02586,6,mixed,0.47,7.4,medium
USR_02587,4,kids,0.14,8.6,medium
USR_02588,2,kids,0.21,2.8,medium
USR_02589,5,kids,0.12,5.1,low
USR_02590,4,kids,0.35,7.7,medium
USR_02591,6,kids,0.26,6.6,medium
USR_02592,5,mixed,0.33,8.0,high
USR_02593,3,mixed,0.53,6.1,medium
USR_02594,6,mixed,0.63,7.9,medium
USR_02595,2,adults,0.95,4.3,medium
USR_02596,4,kids,0.27,7.8,high
USR_02597,3,mixed,0.36,4.8,high
USR_02598,3,kids,0.57,4.3,medium
USR_02599,5,mixed,0.79,7.1,medium
USR_02600,3,kids,0.35,2.4,medium
USR_02601,2,mixed,0.57,5.8,medium
USR_02602,2,adults,0.95,4.0,low
USR_02603,1,adults,0.55,3.5,medium
USR_02604,2,adults,0.55,2.0,low
USR_02605,6,kids,0.44,6.8,high
USR_02606,3,kids,0.55,4.4,medium
USR_02607,2,adults,0.53,6.1,high
USR_02608,5,kids,0.14,4.0,medium
USR_02609,1,adults,0.9,4.2,medium
USR_02610,3,mixed,0.47,4.5,medium
USR_02611,1,mixed,0.72,2.5,low
USR_02612,3,mixed,0.31,5.2,medium
USR_02613,5,mixed,0.62,6.3,low
USR_02614,1,adults,0.96,2.4,medium
USR_02615,4,kids,0.57,6.4,medium
USR_02616,6,kids,0.17,4.5,medium
USR_02617,6,mixed,0.55,6.3,low
USR_02618,3,kids,0.22,4.6,low
USR_02619,4,kids,0.57,5.3,medium
USR_02620,1,adults,1.0,2.1,high
USR_02621,4,kids,0.49,6.6,medium
USR_02622,4,mixed,0.61,4.2,medium
USR_02623,1,mixed,0.8,3.2,medium
USR_02624,5,kids,0.3,6.2,low
USR_02625,4,kids,0.23,6.7,high
USR_02626,4,kids,0.39,7.1,medium
USR_02627,5,mixed,0.8,5.9,low
USR_02628,4,kids,0.49,6.2,medium
USR_02629,4,mixed,0.51,5.1,low
USR_02630,4,mixed,0.75,7.4,high
USR_02631,6,kids,0.22,8.5,low
USR_02632,2,adults,0.59,4.3,medium
USR_02633,5,mixed,0.62,6.9,low
USR_02634,4,kids,0.54,7.4,medium
USR_02635,6,mixed,0.49,8.9,medium
USR_02636,5,kids,0.53,6.0,medium
USR_02637,3,mixed,0.57,6.1,medium
USR_02638,3,mixed,0.8,6.2,high
USR_02639,4,mixed,0.41,6.5,low
USR_02640,6,kids,0.26,8.0,medium
USR_02641,6,kids,0.54,7.1,low
USR_02642,5,mixed,0.6,8.0,high
USR_02643,5,kids,0.3,6.8,medium
USR_02644,6,kids,0.12,7.7,medium
USR_02645,5,adults,0.62,6.3,medium
USR_02646,6,kids,0.19,6.5,low
USR_02647,2,adults,0.45,5.7,low
USR_02648,6,kids,0.54,7.4,low
USR_02649,3,mixed,0.5,4.2,medium
USR_02650,5,mixed,0.52,5.7,low
USR_02651,6,kids,0.39,8.1,low
USR_02652,6,kids,0.17,7.4,high
USR_02653,5,kids,0.23,5.7,high
USR_02654,2,adults,0.56,2.4,medium
USR_02655,2,adults,1.0,2.0,medium
USR_02656,5,adults,0.51,4.4,low
USR_02657,1,adults,0.53,2.0,medium
USR_02658,5,adults,0.57,9.2,high
USR_02659,5,kids,0.57,5.9,low
USR_02660,2,mixed,0.59,3.2,low
USR_02661,2,adults,0.88,2.4,medium
USR_02662,5,kids,0.26,6.3,medium
USR_02663,5,mixed,0.46,3.9,low
USR_02664,5,mixed,0.43,6.1,medium
USR_02665,2,adults,0.82,6.6,medium
USR_02666,5,mixed,0.56,7.3,medium
USR_02667,5,mixed,0.73,6.2,medium
USR_02668,4,mixed,0.67,7.5,high
USR_02669,1,adults,0.91,2.7,medium
USR_02670,3,mixed,0.74,4.9,high
USR_02671,1,adults,0.97,5.3,medium
USR_02672,4,kids,0.23,4.3,medium
USR_02673,3,mixed,0.33,4.5,medium
USR_02674,5,kids,0.28,7.9,high
USR_02675,4,kids,0.37,5.6,high
USR_02676,5,mixed,0.67,6.8,low
USR_02677,2,adults,0.78,4.7,high
USR_02678,6,kids,0.46,9.1,high
USR_02679,4,kids,0.54,6.4,medium
USR_02680,2,kids,0.1,3.3,low
USR_02681,4,kids,0.57,8.8,high
USR_02682,4,mixed,0.45,5.9,high
USR_02683,2,mixed,0.6,5.2,low
USR_02684,3,kids,0.53,7.3,high
USR_02685,1,kids,0.33,4.9,low
USR_02686,5,mixed,0.77,6.2,low
USR_02687,4,kids,0.19,4.8,medium
USR_02688,5,mixed,0.7,9.0,medium
USR_02689,6,mixed,0.52,6.9,medium
USR_02690,2,adults,0.88,2.6,low
USR_02691,5,mixed,0.4,7.3,high
USR_02692,2,adults,0.86,2.4,low
USR_02693,5,kids,0.36,6.6,low
USR_02694,1,adults,0.45,2.1,low
USR_02695,1,adults,0.9,3.0,medium
USR_02696,1,adults,0.73,5.5,high
USR_02697,1,mixed,0.79,4.0,medium
USR_02698,1,adults,0.7,4.3,high
USR_02699,1,adults,0.82,3.0,low
USR_02700,2,adults,0.42,4.1,medium
USR_02701,4,mixed,0.51,5.2,medium
USR_02702,5,kids,0.39,6.5,medium
USR_02703,1,mixed,0.35,3.4,low
USR_02704,2,adults,0.49,3.9,medium
USR_02705,2,kids,0.39,4.6,medium
USR_02706,2,adults,0.59,3.1,medium
USR_02707,4,kids,0.47,5.0,medium
USR_02708,5,mixed,0.68,5.1,low
USR_02709,4,mixed,0.33,5.0,medium
USR_02710,3,kids,0.1,5.9,low
USR_02711,2,adults,0.87,6.0,high
USR_02712,3,kids,0.11,3.6,medium
USR_02713,6,kids,0.59,7.3,low
USR_02714,1,kids,0.21,3.8,high
USR_02715,1,adults,0.97,2.5,medium
USR_02716,4,mixed,0.63,3.4,low
USR_02717,5,mixed,0.3,7.7,medium
USR_02718,3,kids,0.29,2.8,low
USR_02719,5,mixed,0.5,7.4,high
USR_02720,4,mixed,0.72,5.6,high
USR_02721,1,kids,0.3,5.2,high
USR_02722,5,kids,0.59,6.1,medium
USR_02723,5,mixed,0.64,6.3,medium
USR_02724,1,kids,0.37,3.2,medium
USR_02725,3,mixed,0.56,4.8,low
USR_02726,1,kids,0.5,3.3,medium
USR_02727,5,kids,0.6,6.4,medium
USR_02728,3,adults,0.97,3.8,low
USR_02729,3,mixed,0.61,3.0,medium
USR_02730,1,adults,0.83,3.0,high
USR_02731,5,adults,0.71,8.4,high
USR_02732,4,kids,0.32,4.8,low
USR_02733,5,kids,0.5,5.2,low
USR_02734,2,adults,0.89,2.0,low
USR_02735,6,kids,0.45,6.2,high
USR_02736,4,kids,0.47,4.4,low
USR_02737,3,mixed,0.49,6.0,medium
USR_02738,4,kids,0.54,4.5,low
USR_02739,3,kids,0.33,5.4,medium
USR_02740,3,kids,0.21,4.2,medium
USR_02741,4,kids,0.53,6.5,medium
USR_02742,3,mixed,0.34,4.0,low
USR_02743,3,mixed,0.53,3.4,medium
USR_02744,2,kids,0.37,3.3,low
USR_02745,5,mixed,0.4,8.7,medium
USR_02746,5,kids,0.5,9.6,high
USR_02747,6,adults,0.86,7.4,low
USR_02748,6,mixed,0.49,8.1,high
USR_02749,2,adults,0.82,4.5,medium
USR_02750,6,mixed,0.37,7.2,low
USR_02751,4,adults,0.99,5.7,medium
USR_02752,1,mixed,0.64,3.3,low
USR_02753,1,adults,0.92,3.5,medium
USR_02754,1,mixed,0.62,2.9,medium
USR_02755,2,adults,0.63,2.2,low
USR_02756,2,adults,0.85,3.5,medium
USR_02757,3,kids,0.38,6.9,high
USR_02758,1,adults,0.41,4.3,high
USR_02759,4,kids,0.48,6.1,medium
USR_02760,6,kids,0.36,8.0,high
USR_02761,4,mixed,0.59,4.4,medium
USR_02762,6,mixed,0.39,7.0,medium
USR_02763,1,kids,0.52,3.1,high
USR_02764,1,adults,0.73,2.0,medium
USR_02765,1,adults,0.98,4.7,medium
USR_02766,2,kids,0.6,3.6,medium
USR_02767,6,kids,0.32,7.4,high
USR_02768,2,mixed,0.48,7.0,high
USR_02769,2,mixed,0.53,5.1,medium
USR_02770,5,kids,0.16,6.1,medium
USR_02771,4,mixed,0.62,6.2,medium
USR_02772,4,mixed,0.77,5.4,medium
USR_02773,3,kids,0.13,3.6,low
USR_02774,2,adults,0.75,4.7,medium
USR_02775,6,kids,0.14,6.9,medium
USR_02776,5,kids,0.2,6.6,medium
USR_02777,5,mixed,0.61,7.2,low
USR_02778,4,mixed,0.74,6.3,low
USR_02779,2,adults,0.48,4.4,high
USR_02780,3,adults,0.55,5.5,medium
USR_02781,2,adults,0.43,2.2,low
USR_02782,1,adults,0.44,3.8,medium
USR_02783,2,adults,0.55,4.3,medium
USR_02784,1,adults,0.41,3.3,low
USR_02785,1,adults,0.55,2.9,medium
USR_02786,3,kids,0.14,7.4,medium
USR_02787,6,kids,0.49,6.2,medium
USR_02788,4,mixed,0.77,6.9,medium
USR_02789,2,kids,0.38,2.9,medium
USR_02790,1,adults,0.87,4.9,high
USR_02791,2,adults,0.58,4.8,medium
USR_02792,6,mixed,0.75,6.9,low
USR_02793,4,mixed,0.66,4.6,low
USR_02794,6,kids,0.52,7.5,medium
USR_02795,4,adults,1.0,6.0,medium
USR_02796,5,mixed,0.7,8.1,low
USR_02797,4,kids,0.42,4.7,medium
USR_02798,3,mixed,0.36,3.7,low
USR_02799,6,adults,0.8,7.6,medium
USR_02800,1,mixed,0.69,3.0,medium
USR_02801,5,kids,0.45,6.4,medium
USR_02802,3,kids,0.3,6.2,medium
USR_02803,2,adults,0.95,2.0,low
USR_02804,6,kids,0.59,6.6,medium
USR_02805,1,mixed,0.55,2.0,low
USR_02806,4,mixed,0.77,5.3,high
USR_02807,1,mixed,0.5,5.7,low
USR_02808,2,kids,0.53,5.8,high
USR_02809,5,kids,0.42,7.6,medium
USR_02810,5,mixed,0.73,6.4,medium
USR_02811,6,mixed,0.55,8.2,medium
USR_02812,5,kids,0.11,5.4,high
USR_02813,6,mixed,0.57,8.0,low
USR_02814,6,kids,0.26,5.8,low
USR_02815,6,mixed,0.3,6.7,medium
USR_02816,4,mixed,0.44,5.8,low
USR_02817,3,kids,0.12,4.8,low
USR_02818,6,mixed,0.66,8.4,high
USR_02819,6,mixed,0.71,6.7,high
USR_02820,3,kids,0.21,5.0,medium
USR_02821,1,adults,0.79,5.5,high
USR_02822,6,kids,0.6,6.7,medium
USR_02823,4,mixed,0.34,6.8,low
USR_02824,5,mixed,0.33,5.5,medium
USR_02825,5,adults,0.65,6.5,medium
USR_02826,2,adults,0.88,6.9,high
USR_02827,2,mixed,0.41,2.8,low
USR_02828,5,kids,0.22,7.8,medium
USR_02829,5,mixed,0.62,8.4,low
USR_02830,4,kids,0.44,5.4,low
USR_02831,3,kids,0.22,3.8,low
USR_02832,2,adults,0.88,4.2,high
USR_02833,3,kids,0.35,7.5,high
USR_02834,4,mixed,0.34,7.2,medium
USR_02835,5,mixed,0.42,8.2,medium
USR_02836,6,kids,0.29,7.3,medium
USR_02837,3,kids,0.55,5.6,low
USR_02838,5,mixed,0.7,5.9,low
USR_02839,5,mixed,0.47,5.4,medium
USR_02840,1,adults,0.41,4.6,medium
USR_02841,3,kids,0.55,6.9,medium
USR_02842,6,mixed,0.41,5.6,low
USR_02843,3,mixed,0.36,3.2,low
USR_02844,5,kids,0.34,6.0,low
USR_02845,6,kids,0.32,8.4,medium
USR_02846,4,mixed,0.6,5.3,high
USR_02847,1,adults,0.5,3.6,medium
USR_02848,5,adults,0.41,6.8,high
USR_02849,2,mixed,0.51,4.9,medium
USR_02850,2,kids,0.2,3.1,medium
USR_02851,1,adults,0.48,3.7,low
USR_02852,4,mixed,0.74,6.5,high
USR_02853,5,kids,0.34,5.4,medium
USR_02854,3,mixed,0.35,4.5,low
USR_02855,1,adults,0.64,2.0,medium
USR_02856,4,kids,0.45,5.0,medium
USR_02857,3,mixed,0.46,5.3,medium
USR_02858,2,mixed,0.57,3.0,high
USR_02859,2,adults,0.82,2.0,medium
USR_02860,3,mixed,0.5,2.1,medium
USR_02861,1,adults,0.81,4.4,low
USR_02862,2,adults,0.81,3.5,low
USR_02863,5,mixed,0.39,5.4,low
USR_02864,6,kids,0.32,7.9,low
USR_02865,3,adults,0.74,4.4,medium
USR_02866,3,kids,0.13,5.2,medium
USR_02867,2,adults,1.0,3.6,low
USR_02868,1,adults,0.42,3.7,high
USR_02869,5,kids,0.37,6.4,low
USR_02870,1,adults,0.45,4.2,medium
USR_02871,4,mixed,0.65,5.0,low
USR_02872,4,mixed,0.54,5.1,medium
USR_02873,6,kids,0.31,6.4,low
USR_02874,2,adults,0.59,2.0,medium
USR_02875,2,adults,0.67,4.4,medium
USR_02876,2,adults,0.53,3.6,high
USR_02877,6,kids,0.32,7.6,low
USR_02878,4,kids,0.42,5.1,low
USR_02879,1,mixed,0.34,2.9,low
USR_02880,6,mixed,0.39,8.1,medium
USR_02881,6,adults,0.47,5.7,low
USR_02882,1,adults,0.5,4.7,high
USR_02883,2,kids,0.6,4.4,medium
USR_02884,5,mixed,0.69,6.3,medium
USR_02885,1,adults,0.43,2.2,medium
USR_02886,4,adults,0.82,5.9,low
USR_02887,3,mixed,0.58,5.2,low
USR_02888,3,kids,0.18,5.0,medium
USR_02889,6,mixed,0.62,6.0,medium
USR_02890,3,adults,0.9,3.8,low
USR_02891,5,mixed,0.67,5.9,low
USR_02892,2,adults,0.57,5.9,high
USR_02893,4,mixed,0.67,3.3,low
USR_02894,5,adults,0.5,6.8,high
USR_02895,4,kids,0.26,5.2,medium
USR_02896,4,mixed,0.42,5.1,low
USR_02897,2,adults,0.58,2.0,low
USR_02898,6,mixed,0.54,6.5,low
USR_02899,3,mixed,0.62,4.5,medium
USR_02900,2,adults,0.62,2.9,medium
USR_02901,5,kids,0.57,6.4,medium
USR_02902,6,mixed,0.67,7.7,high
USR_02903,5,kids,0.6,7.1,medium
USR_02904,6,kids,0.37,5.7,low
USR_02905,5,mixed,0.61,6.1,low
USR_02906,2,adults,0.85,4.1,high
USR_02907,6,kids,0.42,6.1,low
USR_02908,6,adults,0.45,7.2,low
USR_02909,4,kids,0.49,6.0,medium
USR_02910,4,kids,0.49,5.2,medium
USR_02911,1,adults,0.92,4.0,high
USR_02912,5,mixed,0.52,4.8,medium
USR_02913,4,adults,0.53,6.9,low
USR_02914,1,kids,0.14,5.1,high
USR_02915,4,mixed,0.61,6.0,low
USR_02916,5,kids,0.24,4.6,medium
USR_02917,6,kids,0.44,6.6,medium
USR_02918,3,kids,0.27,4.0,low
USR_02919,5,kids,0.58,4.2,medium
USR_02920,2,mixed,0.52,4.7,low
USR_02921,4,mixed,0.46,7.4,medium
USR_02922,4,kids,0.31,8.2,medium
USR_02923,6,mixed,0.7,6.0,medium
USR_02924,2,adults,0.47,5.2,high
USR_02925,6,kids,0.17,8.4,low
USR_02926,2,adults,0.99,3.8,medium
USR_02927,3,kids,0.59,4.2,medium
USR_02928,4,kids,0.5,3.0,low
USR_02929,4,kids,0.53,7.1,medium
USR_02930,3,kids,0.28,4.9,medium
USR_02931,1,mixed,0.63,2.0,low
USR_02932,6,adults,0.81,7.6,medium
USR_02933,3,kids,0.12,4.6,low
USR_02934,6,kids,0.57,7.5,medium
USR_02935,5,mixed,0.75,5.7,low
USR_02936,4,adults,0.48,8.6,high
USR_02937,6,kids,0.14,7.1,medium
USR_02938,2,adults,0.79,6.0,medium
USR_02939,6,mixed,0.71,8.0,medium
USR_02940,5,mixed,0.58,7.9,high
USR_02941,4,kids,0.46,5.6,medium
USR_02942,3,mixed,0.79,5.6,low
USR_02943,5,kids,0.46,6.6,medium
USR_02944,4,mixed,0.73,5.6,high
USR_02945,6,mixed,0.31,6.1,medium
USR_02946,1,mixed,0.74,3.8,medium
USR_02947,1,adults,0.58,3.2,high
USR_02948,2,adults,0.64,5.0,high
USR_02949,4,kids,0.35,8.0,high
USR_02950,1,mixed,0.61,3.2,low
USR_02951,3,kids,0.25,4.0,medium
USR_02952,4,kids,0.2,7.4,medium
USR_02953,3,kids,0.37,5.6,medium
USR_02954,3,mixed,0.51,6.1,medium
USR_02955,1,adults,0.96,2.0,low
USR_02956,4,kids,0.44,6.1,medium
USR_02957,6,kids,0.45,8.3,medium
USR_02958,5,mixed,0.5,8.0,low
USR_02959,1,adults,0.87,2.0,medium
USR_02960,1,mixed,0.64,4.2,low
USR_02961,6,mixed,0.78,9.3,medium
USR_02962,4,adults,0.72,2.8,low
USR_02963,4,kids,0.13,6.3,medium
USR_02964,3,adults,0.46,5.6,medium
USR_02965,6,kids,0.47,6.9,medium
USR_02966,6,kids,0.14,6.7,medium
USR_02967,4,mixed,0.58,7.5,high
USR_02968,3,kids,0.46,3.7,low
USR_02969,1,adults,0.47,2.5,low
USR_02970,2,adults,0.62,6.1,high
USR_02971,5,mixed,0.47,8.1,low
USR_02972,1,adults,0.93,4.9,high
USR_02973,4,mixed,0.57,6.9,high
USR_02974,5,mixed,0.44,5.9,medium
USR_02975,2,adults,0.45,3.9,high
USR_02976,2,adults,0.83,4.9,low
USR_02977,3,adults,0.98,4.7,medium
USR_02978,5,kids,0.27,7.9,medium
USR_02979,3,kids,0.29,4.5,medium
USR_02980,1,adults,0.51,3.5,high
USR_02981,6,mixed,0.47,7.3,low
USR_02982,6,kids,0.41,7.2,medium
USR_02983,6,kids,0.49,5.9,medium
USR_02984,5,kids,0.19,8.7,medium
USR_02985,6,kids,0.21,6.0,low
USR_02986,1,adults,0.76,4.4,medium
USR_02987,3,mixed,0.68,6.9,high
USR_02988,5,mixed,0.39,4.5,low
USR_02989,3,kids,0.25,4.7,high
USR_02990,5,kids,0.5,6.1,medium
USR_02991,3,adults,0.76,3.9,medium
USR_02992,2,adults,0.91,6.2,medium
USR_02993,3,mixed,0.44,4.2,low
USR_02994,6,kids,0.42,8.4,medium
USR_02995,2,kids,0.6,5.7,high
USR_02996,3,kids,0.41,5.2,medium
USR_02997,5,kids,0.12,7.5,high
USR_02998,5,mixed,0.7,8.0,medium
USR_02999,5,mixed,0.69,5.0,low
USR_03000,4,kids,0.2,7.8,medium
USR_03001,1,adults,0.6,2.8,high
USR_03002,5,mixed,0.65,7.4,medium
USR_03003,2,adults,0.88,3.4,high
USR_03004,5,kids,0.26,7.1,high
USR_03005,4,kids,0.22,5.8,medium
USR_03006,6,kids,0.55,6.2,low
USR_03007,2,adults,0.66,3.9,medium
USR_03008,4,kids,0.43,4.0,medium
USR_03009,6,kids,0.31,6.1,medium
USR_03010,2,adults,0.89,4.7,medium
USR_03011,3,mixed,0.31,4.9,medium
USR_03012,1,adults,0.88,2.5,medium
USR_03013,1,adults,0.46,4.9,medium
USR_03014,4,kids,0.4,4.2,medium
USR_03015,6,adults,0.47,6.9,medium
USR_03016,1,adults,0.47,2.7,medium
USR_03017,6,mixed,0.44,8.0,medium
USR_03018,6,kids,0.31,8.4,high
USR_03019,4,kids,0.41,5.6,medium
USR_03020,4,mixed,0.6,3.5,medium
USR_03021,4,kids,0.12,6.7,medium
USR_03022,1,kids,0.22,2.5,low
USR_03023,4,adults,0.77,5.3,low
USR_03024,1,mixed,0.8,3.4,high
USR_03025,4,mixed,0.59,4.6,medium
USR_03026,5,kids,0.46,8.3,medium
USR_03027,6,kids,0.22,5.2,medium
USR_03028,4,adults,0.61,3.9,low
USR_03029,2,adults,0.48,5.9,medium
USR_03030,6,mixed,0.53,8.1,medium
USR_03031,6,kids,0.58,6.9,medium
USR_03032,4,kids,0.49,7.2,medium
USR_03033,3,adults,0.82,4.9,low
USR_03034,4,kids,0.22,5.5,low
USR_03035,6,kids,0.2,8.6,high
USR_03036,2,adults,0.94,4.7,medium
USR_03037,6,mixed,0.41,7.9,medium
USR_03038,2,adults,0.94,6.2,low
USR_03039,1,mixed,0.56,2.6,low
USR_03040,5,kids,0.42,6.3,medium
USR_03041,6,mixed,0.45,5.8,medium
USR_03042,4,mixed,0.33,5.6,medium
USR_03043,1,adults,0.7,5.0,low
USR_03044,5,mixed,0.71,7.7,medium
USR_03045,4,kids,0.27,4.5,low
USR_03046,3,kids,0.27,4.4,low
USR_03047,4,mixed,0.6,4.1,medium
USR_03048,2,adults,0.72,2.4,low
USR_03049,2,adults,0.51,3.8,low
USR_03050,3,kids,0.47,4.3,medium
USR_03051,1,adults,0.73,2.0,medium
USR_03052,5,mixed,0.4,8.1,high
USR_03053,4,kids,0.27,5.6,medium
USR_03054,2,kids,0.36,2.0,low
USR_03055,1,kids,0.28,2.0,low
USR_03056,3,kids,0.11,5.2,high
USR_03057,6,kids,0.38,5.4,medium
USR_03058,2,mixed,0.33,2.0,medium
USR_03059,3,kids,0.14,5.8,low
USR_03060,4,kids,0.48,5.6,medium
USR_03061,5,kids,0.1,5.7,low
USR_03062,2,adults,0.53,3.9,medium
USR_03063,2,mixed,0.77,3.7,high
USR_03064,4,kids,0.59,7.2,high
USR_03065,6,kids,0.13,7.1,medium
USR_03066,1,kids,0.39,2.4,medium
USR_03067,5,mixed,0.48,6.8,high
USR_03068,2,adults,0.92,2.6,medium
USR_03069,5,mixed,0.52,5.5,low
USR_03070,2,adults,0.6,3.8,medium
USR_03071,5,mixed,0.68,5.5,low
USR_03072,3,kids,0.29,5.0,medium
USR_03073,2,adults,0.67,4.0,medium
USR_03074,5,mixed,0.71,6.8,medium
USR_03075,1,adults,0.73,4.4,medium
USR_03076,3,adults,0.86,5.1,low
USR_03077,3,kids,0.32,6.0,medium
USR_03078,1,kids,0.13,3.3,high
USR_03079,5,adults,0.72,5.9,medium
USR_03080,4,kids,0.48,6.5,medium
USR_03081,1,mixed,0.52,5.1,high
USR_03082,5,kids,0.31,6.7,high
USR_03083,1,kids,0.14,3.5,low
USR_03084,1,adults,0.78,2.0,low
USR_03085,2,mixed,0.68,4.7,medium
USR_03086,5,kids,0.34,7.5,high
USR_03087,4,kids,0.36,5.0,high
USR_03088,2,adults,0.95,4.6,high
USR_03089,1,adults,0.5,5.9,medium
USR_03090,6,mixed,0.68,7.5,medium
USR_03091,1,adults,0.45,5.6,low
USR_03092,1,adults,0.74,2.0,low
USR_03093,5,kids,0.54,7.4,medium
USR_03094,5,kids,0.2,3.5,medium
USR_03095,2,adults,0.91,4.1,medium
USR_03096,4,mixed,0.39,6.5,medium
USR_03097,2,kids,0.27,4.6,low
USR_03098,3,kids,0.11,3.9,medium
USR_03099,1,adults,0.85,4.0,low
USR_03100,6,kids,0.25,6.7,medium
USR_03101,1,adults,0.9,3.1,medium
USR_03102,1,adults,0.9,2.8,medium
USR_03103,2,mixed,0.64,3.7,high
USR_03104,6,kids,0.34,8.7,low
USR_03105,6,mixed,0.47,7.4,medium
USR_03106,6,mixed,0.56,8.6,medium
USR_03107,2,adults,0.91,5.4,medium
USR_03108,1,adults,0.83,3.1,high
USR_03109,2,adults,0.72,5.6,medium
USR_03110,5,kids,0.5,8.1,high
USR_03111,5,mixed,0.55,4.8,low
USR_03112,2,adults,0.72,5.6,high
USR_03113,6,mixed,0.57,5.6,low
USR_03114,1,adults,0.98,6.2,high
USR_03115,2,adults,0.91,5.1,medium
USR_03116,2,adults,0.84,4.0,medium
USR_03117,2,adults,0.96,5.6,medium
USR_03118,3,kids,0.55,4.0,high
USR_03119,5,kids,0.26,5.1,low
USR_03120,6,kids,0.43,7.0,medium
USR_03121,4,kids,0.45,9.4,high
USR_03122,6,kids,0.49,6.0,medium
USR_03123,4,kids,0.38,3.2,low
USR_03124,3,kids,0.3,3.2,medium
USR_03125,2,kids,0.58,5.2,medium
USR_03126,3,kids,0.41,5.2,high
USR_03127,3,mixed,0.51,4.7,medium
USR_03128,1,adults,0.73,4.2,medium
USR_03129,5,mixed,0.44,7.3,high
USR_03130,4,kids,0.23,5.9,medium
USR_03131,2,kids,0.22,4.2,low
USR_03132,4,mixed,0.61,4.7,low
USR_03133,6,mixed,0.71,7.1,medium
USR_03134,4,kids,0.44,5.5,low
USR_03135,6,kids,0.23,9.3,high
USR_03136,5,mixed,0.79,5.5,medium
USR_03137,6,kids,0.32,3.2,low
USR_03138,4,kids,0.4,6.5,medium
USR_03139,4,kids,0.25,6.8,medium
USR_03140,6,mixed,0.35,8.5,high
USR_03141,3,adults,0.69,6.2,high
USR_03142,5,kids,0.23,5.8,medium
USR_03143,1,mixed,0.74,3.9,medium
USR_03144,2,adults,0.56,5.1,medium
USR_03145,4,kids,0.45,5.8,medium
USR_03146,2,kids,0.45,6.6,low
USR_03147,1,mixed,0.6,2.0,low
USR_03148,2,mixed,0.65,4.3,medium
USR_03149,1,adults,0.69,2.0,low
USR_03150,6,mixed,0.35,7.9,low
USR_03151,3,kids,0.18,3.0,medium
USR_03152,4,kids,0.45,3.6,low
USR_03153,1,adults,0.7,2.5,medium
USR_03154,2,mixed,0.79,4.4,medium
USR_03155,4,mixed,0.62,6.0,high
USR_03156,3,kids,0.53,4.2,medium
USR_03157,6,kids,0.55,6.6,low
USR_03158,4,mixed,0.77,5.4,medium
USR_03159,1,adults,0.93,6.1,high
USR_03160,3,mixed,0.4,6.7,high
USR_03161,2,adults,0.46,3.7,medium
USR_03162,3,kids,0.49,7.4,medium
USR_03163,3,adults,0.81,6.5,high
USR_03164,5,kids,0.59,4.8,low
USR_03165,3,kids,0.44,5.2,medium
USR_03166,3,kids,0.48,5.5,medium
USR_03167,4,adults,0.8,4.4,low
USR_03168,2,mixed,0.6,2.8,medium
USR_03169,4,kids,0.12,5.3,low
USR_03170,4,kids,0.52,5.3,medium
USR_03171,1,adults,0.86,6.1,high
USR_03172,4,kids,0.45,6.1,low
USR_03173,5,mixed,0.43,6.7,high
USR_03174,5,kids,0.13,6.5,low
USR_03175,1,adults,0.41,4.8,medium
USR_03176,6,mixed,0.8,5.1,low
USR_03177,2,adults,0.84,3.9,high
USR_03178,2,mixed,0.5,4.1,medium
USR_03179,4,kids,0.27,5.7,medium
USR_03180,4,kids,0.38,6.6,high
USR_03181,6,adults,0.79,6.9,medium
USR_03182,4,kids,0.29,6.3,high
USR_03183,2,mixed,0.67,4.6,medium
USR_03184,3,kids,0.19,7.3,high
USR_03185,5,mixed,0.62,5.9,medium
USR_03186,3,mixed,0.76,7.3,low
USR_03187,3,kids,0.31,7.3,medium
USR_03188,2,mixed,0.67,5.2,low
USR_03189,3,mixed,0.79,5.6,medium
USR_03190,6,kids,0.49,9.7,medium
USR_03191,1,adults,0.45,3.0,medium
USR_03192,4,mixed,0.42,4.2,low
USR_03193,1,adults,0.94,2.2,low
USR_03194,5,kids,0.42,5.3,medium
USR_03195,4,kids,0.58,6.8,high
